page_id,title,url,content_length,num_links,num_sections,num_references,all_categories,meta_categories,science_categories,num_categories,summary_length,avg_sentence_length,last_revision_date,num_languages,languages,rating
33883,Wade–Giles,https://en.wikipedia.org/wiki/Wade%E2%80%93Giles,30605,0,26,10,"['1892 introductions', 'All Wikipedia articles written in American English', 'All articles needing additional references', 'All articles with unsourced statements', 'Articles containing Chinese-language text', 'Articles containing simplified Chinese-language text', 'Articles containing traditional Chinese-language text', 'Articles needing additional references from January 2014', 'Articles with Chinese-language sources (zh)', 'Articles with short description', 'Articles with unsourced statements from November 2024', 'Articles with unsourced statements from September 2016', 'CS1 Chinese-language sources (zh)', 'Commons category link is on Wikidata', 'Pages using multiple image with auto scaled images', 'Pages with plain IPA', 'Romanization of Chinese', 'Short description matches Wikidata', 'Use American English from June 2020', 'Use dmy dates from February 2015', 'Writing systems introduced in the 1890s']","['All Wikipedia articles written in American English', 'All articles needing additional references', 'All articles with unsourced statements', 'Articles containing Chinese-language text', 'Articles containing simplified Chinese-language text', 'Articles containing traditional Chinese-language text', 'Articles needing additional references from January 2014', 'Articles with Chinese-language sources (zh)', 'Articles with short description', 'Articles with unsourced statements from November 2024', 'Articles with unsourced statements from September 2016', 'CS1 Chinese-language sources (zh)', 'Commons category link is on Wikidata', 'Pages using multiple image with auto scaled images', 'Pages with plain IPA', 'Short description matches Wikidata', 'Use American English from June 2020', 'Use dmy dates from February 2015']","['1892 introductions', 'Romanization of Chinese', 'Writing systems introduced in the 1890s']",21,1062,27.5,2025-12-17T14:23:21Z,54,"['af', 'ar', 'ast', 'az', 'ca', 'cs', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'frr', 'fy', 'gl', 'he', 'hu', 'id', 'ilo', 'it', 'ja', 'ka', 'ko', 'la', 'lv', 'mg', 'ms', 'ne', 'nl', 'nn', 'nb', 'pl', 'pt', 'ro', 'ru', 'sh', 'simple', 'sl', 'sr', 'sv', 'ta', 'th', 'tr', 'uk', 'ur', 'vi', 'war', 'zh', 'yue']",C
34049,Wart,https://en.wikipedia.org/wiki/Wart,40805,0,13,88,"['All articles with unsourced statements', 'Articles containing Latin-language text', 'Articles with short description', 'Articles with unsourced statements from August 2017', 'Articles with unsourced statements from July 2024', 'Cutaneous conditions', 'Papillomavirus-associated diseases', 'Short description is different from Wikidata', 'Use dmy dates from May 2021', 'Viral diseases', 'Virus-related cutaneous conditions', 'Webarchive template wayback links', 'Wikipedia medicine articles ready to translate']","['All articles with unsourced statements', 'Articles containing Latin-language text', 'Articles with short description', 'Articles with unsourced statements from August 2017', 'Articles with unsourced statements from July 2024', 'Short description is different from Wikidata', 'Use dmy dates from May 2021', 'Webarchive template wayback links', 'Wikipedia medicine articles ready to translate']","['Cutaneous conditions', 'Papillomavirus-associated diseases', 'Viral diseases', 'Virus-related cutaneous conditions']",13,1919,16.47,2025-12-05T05:45:49Z,81,"['af', 'an', 'ar', 'ast', 'av', 'az', 'bcl', 'be', 'be-tarask', 'bg', 'bn', 'br', 'ca', 'ckb', 'cs', 'cy', 'da', 'de', 'dv', 'el', 'eo', 'es', 'eu', 'fa', 'fi', 'fr', 'ga', 'gl', 'he', 'hi', 'hu', 'hy', 'id', 'io', 'is', 'it', 'ja', 'kk', 'kn', 'ko', 'ky', 'la', 'lbe', 'lv', 'mk', 'ml', 'ms', 'my', 'myv', 'mzn', 'nds', 'nl', 'nn', 'nb', 'or', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'simple', 'sk', 'sl', 'sn', 'sq', 'sr', 'sv', 'te', 'tg', 'th', 'tl', 'tr', 'uk', 'uz', 'vi', 'wa', 'wuu', 'yi', 'zh']",C
39007,Wall,https://en.wikipedia.org/wiki/Wall,23886,0,27,12,"['All articles with unsourced statements', 'Archaeological features', 'Articles containing German-language text', 'Articles containing Latin-language text', 'Articles containing Spanish-language text', 'Articles with short description', 'Articles with unsourced statements from April 2019', 'Commons category link from Wikidata', 'Home', 'Pages using multiple image with auto scaled images', 'Property law', 'Short description matches Wikidata', 'Structural system', 'Walls', 'Wikipedia indefinitely semi-protected pages']","['All articles with unsourced statements', 'Articles containing German-language text', 'Articles containing Latin-language text', 'Articles containing Spanish-language text', 'Articles with short description', 'Articles with unsourced statements from April 2019', 'Commons category link from Wikidata', 'Pages using multiple image with auto scaled images', 'Short description matches Wikidata', 'Wikipedia indefinitely semi-protected pages']","['Archaeological features', 'Home', 'Property law', 'Structural system', 'Walls']",15,1257,19.2,2026-01-01T12:34:51Z,114,"['af', 'am', 'an', 'ar', 'ast', 'ay', 'az', 'azb', 'ban', 'sgs', 'bcl', 'be', 'be-tarask', 'bew', 'bg', 'bn', 'br', 'bs', 'ca', 'ce', 'ckb', 'cs', 'cv', 'cy', 'da', 'de', 'el', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fj', 'fr', 'ga', 'gan', 'gd', 'gl', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'iba', 'id', 'io', 'it', 'ja', 'jv', 'kcg', 'kk', 'kn', 'ko', 'ks', 'ku', 'ky', 'la', 'lb', 'li', 'ln', 'lt', 'lv', 'mk', 'ms', 'nds', 'nds-nl', 'ne', 'new', 'nl', 'nn', 'nrm', 'pa', 'pl', 'pnb', 'pt', 'qu', 'ro', 'rup', 'ru', 'sah', 'sat', 'scn', 'sco', 'sd', 'sh', 'simple', 'sl', 'so', 'sq', 'sr', 'sv', 'ta', 'te', 'tg', 'th', 'tl', 'tr', 'tt', 'uk', 'ur', 'uz', 'vi', 'wa', 'war', 'wuu', 'xal', 'xh', 'zh', 'lzh', 'nan', 'yue']",C
53706,Wage slavery,https://en.wikipedia.org/wiki/Wage_slavery,77156,0,21,131,"['All Wikipedia articles written in American English', 'Anarchist terminology', 'Articles with excerpts', 'Articles with short description', 'CS1 Latin-language sources (la)', 'CS1 errors: ISBN date', 'Criticism of work', 'Ethically disputed working conditions', 'Marxist terminology', 'Pages using sidebar with the child parameter', 'Poverty', 'Short description is different from Wikidata', 'Slavery by type', 'Socialism', 'Use American English from February 2022', 'Use mdy dates from February 2022']","['All Wikipedia articles written in American English', 'Articles with excerpts', 'Articles with short description', 'CS1 Latin-language sources (la)', 'CS1 errors: ISBN date', 'Pages using sidebar with the child parameter', 'Short description is different from Wikidata', 'Use American English from February 2022', 'Use mdy dates from February 2022']","['Anarchist terminology', 'Criticism of work', 'Ethically disputed working conditions', 'Marxist terminology', 'Poverty', 'Slavery by type', 'Socialism']",16,2242,34.7,2026-01-21T01:42:38Z,30,"['ar', 'ca', 'cs', 'cv', 'de', 'el', 'eo', 'es', 'fa', 'fi', 'fr', 'hr', 'hy', 'id', 'ja', 'ko', 'la', 'nl', 'pl', 'ps', 'pt', 'ro', 'ru', 'sh', 'simple', 'sr', 'sv', 'tr', 'uk']",B
196508,Wardenclyffe Tower,https://en.wikipedia.org/wiki/Wardenclyffe_Tower,49284,0,17,88,"['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from June 2017', 'Buildings and structures demolished in 1917', 'Buildings and structures in Suffolk County, New York', 'Commons category link is on Wikidata', 'Coordinates on Wikidata', 'Demolished buildings and structures in New York (state)', 'Inventions by Nikola Tesla', 'National Register of Historic Places in Brookhaven (town), New York', 'National Register of Historic Places in Suffolk County, New York', 'Nikola Tesla', 'Pages using gadget WikiMiniAtlas', 'Short description is different from Wikidata', 'Towers completed in 1901', 'Towers in New York (state)', 'Use American English from July 2025', 'Use mdy dates from February 2012', 'Wireless energy transfer']","['All Wikipedia articles written in American English', 'All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from June 2017', 'Commons category link is on Wikidata', 'Coordinates on Wikidata', 'Pages using gadget WikiMiniAtlas', 'Short description is different from Wikidata', 'Use American English from July 2025', 'Use mdy dates from February 2012']","['Buildings and structures demolished in 1917', 'Buildings and structures in Suffolk County, New York', 'Demolished buildings and structures in New York (state)', 'Inventions by Nikola Tesla', 'National Register of Historic Places in Brookhaven (town), New York', 'National Register of Historic Places in Suffolk County, New York', 'Nikola Tesla', 'Towers completed in 1901', 'Towers in New York (state)', 'Wireless energy transfer']",20,1627,20.85,2026-01-17T18:51:34Z,31,"['ar', 'az', 'bg', 'bn', 'ca', 'cy', 'de', 'es', 'eu', 'fa', 'fr', 'gl', 'he', 'hr', 'it', 'ja', 'ko', 'lv', 'nl', 'pl', 'pt', 'ro', 'ru', 'sq', 'sr', 'sv', 'tr', 'uk', 'vi', 'zh']",C
393632,Wadi,https://en.wikipedia.org/wiki/Wadi,9795,0,9,6,"['All articles needing additional references', 'All articles with unsourced statements', 'Arabic words and phrases', 'Articles containing Arabic-language text', 'Articles needing additional references from April 2018', 'Articles with short description', 'Articles with unsourced statements from March 2016', 'Canyons and gorges', 'Commons category link is on Wikidata', 'Dry or seasonal streams', 'Fluvial landforms', 'Pages using gallery without a media namespace prefix', 'Short description is different from Wikidata', 'Use dmy dates from November 2021', 'Valleys', 'Wadis', 'Webarchive template wayback links']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles containing Arabic-language text', 'Articles needing additional references from April 2018', 'Articles with short description', 'Articles with unsourced statements from March 2016', 'Commons category link is on Wikidata', 'Pages using gallery without a media namespace prefix', 'Short description is different from Wikidata', 'Use dmy dates from November 2021', 'Webarchive template wayback links']","['Arabic words and phrases', 'Canyons and gorges', 'Dry or seasonal streams', 'Fluvial landforms', 'Valleys', 'Wadis']",17,1004,21.25,2026-01-07T16:34:35Z,1,[],C
568664,Waldo (short story),https://en.wikipedia.org/wiki/Waldo_(short_story),12619,0,7,5,"['1942 short stories', 'Articles with short description', 'Fantasy short stories', 'Hugo Award for Best Novella–winning works', 'Science fantasy literature', 'Short description is different from Wikidata', 'Short stories by Robert A. Heinlein', 'Use mdy dates from March 2025', 'Works originally published in Analog Science Fiction and Fact', 'Works published under a pseudonym']","['Articles with short description', 'Short description is different from Wikidata', 'Use mdy dates from March 2025']","['1942 short stories', 'Fantasy short stories', 'Hugo Award for Best Novella–winning works', 'Science fantasy literature', 'Short stories by Robert A. Heinlein', 'Works originally published in Analog Science Fiction and Fact', 'Works published under a pseudonym']",10,2141,17.24,2025-12-17T00:40:13Z,1,[],C
668035,Waist,https://en.wikipedia.org/wiki/Waist,12029,0,13,16,"['Abdomen', 'All articles with unsourced statements', 'Articles containing Gothic-language text', 'Articles containing Old English (ca. 450-1100)-language text', 'Articles containing Old High German (ca. 750-1050)-language text', 'Articles containing Old Norse-language text', 'Articles containing Proto-Germanic-language text', 'Articles containing Swedish-language text', 'Articles with short description', 'Articles with unsourced statements from July 2020', 'Secondary sexual characteristics', 'Short description is different from Wikidata', 'Waist', 'Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference']","['All articles with unsourced statements', 'Articles containing Gothic-language text', 'Articles containing Old English (ca. 450-1100)-language text', 'Articles containing Old High German (ca. 750-1050)-language text', 'Articles containing Old Norse-language text', 'Articles containing Proto-Germanic-language text', 'Articles containing Swedish-language text', 'Articles with short description', 'Articles with unsourced statements from July 2020', 'Short description is different from Wikidata', 'Wikipedia articles incorporating a citation from the 1911 Encyclopaedia Britannica with Wikisource reference']","['Abdomen', 'Secondary sexual characteristics', 'Waist']",14,229,14.0,2026-01-09T18:48:23Z,1,[],START
693202,Warm front,https://en.wikipedia.org/wiki/Warm_front,9308,0,7,5,"['Articles with Internet Archive links', 'Articles with short description', 'CS1 maint: multiple names: authors list', 'Short description matches Wikidata', 'Weather fronts']","['Articles with Internet Archive links', 'Articles with short description', 'CS1 maint: multiple names: authors list', 'Short description matches Wikidata']",['Weather fronts'],5,1003,20.62,2026-01-23T06:41:57Z,1,[],START
740734,Wall cloud,https://en.wikipedia.org/wiki/Wall_cloud,16095,0,9,21,"['Accessory clouds', 'All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from June 2014', 'Articles with short description', 'Articles with unsourced statements from July 2024', 'Commons category link is on Wikidata', 'Cumulus', 'Microscale meteorology', 'Severe weather and convection', 'Short description is different from Wikidata', 'Tornadogenesis']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from June 2014', 'Articles with short description', 'Articles with unsourced statements from July 2024', 'Commons category link is on Wikidata', 'Short description is different from Wikidata']","['Accessory clouds', 'Cumulus', 'Microscale meteorology', 'Severe weather and convection', 'Tornadogenesis']",12,521,21.0,2025-10-11T17:35:21Z,1,[],START
918643,Washer (hardware),https://en.wikipedia.org/wiki/Washer_(hardware),28320,0,15,31,"['All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from December 2015', 'Articles with unsourced statements from June 2022', 'Articles with unsourced statements from May 2018', 'Commons category link is on Wikidata', 'Hardware (mechanical)', 'Ironmongery', 'Short description matches Wikidata', 'Springs (mechanical)', 'Webarchive template wayback links']","['All articles with specifically marked weasel-worded phrases', 'All articles with unsourced statements', 'Articles with short description', 'Articles with specifically marked weasel-worded phrases from December 2015', 'Articles with unsourced statements from June 2022', 'Articles with unsourced statements from May 2018', 'Commons category link is on Wikidata', 'Short description matches Wikidata', 'Webarchive template wayback links']","['Hardware (mechanical)', 'Ironmongery', 'Springs (mechanical)']",12,1306,18.73,2025-11-08T22:42:39Z,1,[],C
1278471,War flag,https://en.wikipedia.org/wiki/War_flag,14002,0,10,4,"['Articles with short description', 'Military flags', 'Pages using gallery without a media namespace prefix', 'Short description is different from Wikidata', 'Types of flags', 'Wikipedia semi-protected pages']","['Articles with short description', 'Pages using gallery without a media namespace prefix', 'Short description is different from Wikidata', 'Wikipedia semi-protected pages']","['Military flags', 'Types of flags']",6,388,23.33,2026-01-09T20:30:19Z,1,[],START
1533268,Waste hierarchy,https://en.wikipedia.org/wiki/Waste_hierarchy,15687,0,8,22,"['Articles with short description', 'CS1 Dutch-language sources (nl)', 'Hierarchy', 'Industrial ecology', 'Pages displaying short descriptions of redirect targets via Module:Annotated link', 'Pages using div col with small parameter', 'Recycling', 'Reuse', 'Short description is different from Wikidata', 'Use dmy dates from July 2016', 'Waste legislation in the European Union', 'Waste management', 'Waste management concepts', 'Waste minimisation']","['Articles with short description', 'CS1 Dutch-language sources (nl)', 'Pages displaying short descriptions of redirect targets via Module:Annotated link', 'Pages using div col with small parameter', 'Short description is different from Wikidata', 'Use dmy dates from July 2016']","['Hierarchy', 'Industrial ecology', 'Recycling', 'Reuse', 'Waste legislation in the European Union', 'Waste management', 'Waste management concepts', 'Waste minimisation']",14,0,0.0,2025-10-16T11:52:39Z,1,[],START
1600352,Wald test,https://en.wikipedia.org/wiki/Wald_test,17716,0,10,24,"['Articles with short description', 'Short description is different from Wikidata', 'Statistical tests']","['Articles with short description', 'Short description is different from Wikidata']",['Statistical tests'],3,0,0.0,2025-07-25T12:25:27Z,1,[],C
1650227,Wage labour,https://en.wikipedia.org/wiki/Wage_labour,16297,0,7,15,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'Articles with unsourced statements from January 2021', 'CS1 errors: ISBN date', 'CS1 maint: multiple names: authors list', 'Capitalism', 'Labor', 'Labor relations', 'Marxian economics', 'Short description matches Wikidata', 'Socialism', 'Webarchive template wayback links']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from December 2023', 'Articles with unsourced statements from January 2021', 'CS1 errors: ISBN date', 'CS1 maint: multiple names: authors list', 'Short description matches Wikidata', 'Webarchive template wayback links']","['Capitalism', 'Labor', 'Labor relations', 'Marxian economics', 'Socialism']",13,0,0.0,2025-12-20T21:11:51Z,1,[],C
2581277,Wall plate,https://en.wikipedia.org/wiki/Wall_plate,5092,0,4,5,"['All articles needing additional references', 'Architectural elements', 'Articles needing additional references from September 2011', 'Articles with short description', 'Building', 'Carpentry', 'Short description is different from Wikidata', 'Structural system', 'Woodworking']","['All articles needing additional references', 'Articles needing additional references from September 2011', 'Articles with short description', 'Short description is different from Wikidata']","['Architectural elements', 'Building', 'Carpentry', 'Structural system', 'Woodworking']",9,0,0.0,2025-12-15T13:20:40Z,1,[],START
3343584,Want,https://en.wikipedia.org/wiki/Want,3644,0,3,2,"['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from November 2023', 'Articles with short description', 'Articles with unsourced statements from June 2021', 'Consumer', 'Propositional attitudes', 'Short description matches Wikidata']","['All articles needing additional references', 'All articles with unsourced statements', 'Articles needing additional references from November 2023', 'Articles with short description', 'Articles with unsourced statements from June 2021', 'Short description matches Wikidata']","['Consumer', 'Propositional attitudes']",8,0,0.0,2025-11-22T17:26:23Z,1,[],C
3686788,Wagner's law,https://en.wikipedia.org/wiki/Wagner%27s_law,10254,0,5,22,"['All articles needing additional references', 'Articles containing German-language text', 'Articles needing additional references from March 2009', 'Articles with short description', 'CS1 errors: ISBN date', 'Eponymous laws of economics', 'Fiscal policy', 'National accounts', 'Public finance', 'Short description is different from Wikidata', 'Welfare state']","['All articles needing additional references', 'Articles containing German-language text', 'Articles needing additional references from March 2009', 'Articles with short description', 'CS1 errors: ISBN date', 'Short description is different from Wikidata']","['Eponymous laws of economics', 'Fiscal policy', 'National accounts', 'Public finance', 'Welfare state']",11,0,0.0,2025-09-06T07:23:20Z,1,[],STUB
5163454,Waste heat,https://en.wikipedia.org/wiki/Waste_heat,23407,0,17,28,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from April 2009', 'Atmospheric radiation', 'CS1 maint: multiple names: authors list', 'Climate forcing', 'Energy conversion', 'Heat transfer', 'Short description is different from Wikidata', 'Thermodynamics', 'Use dmy dates from March 2021', 'Waste', 'Webarchive template wayback links']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from April 2009', 'CS1 maint: multiple names: authors list', 'Short description is different from Wikidata', 'Use dmy dates from March 2021', 'Webarchive template wayback links']","['Atmospheric radiation', 'Climate forcing', 'Energy conversion', 'Heat transfer', 'Thermodynamics', 'Waste']",13,0,0.0,2025-11-27T07:36:16Z,1,[],START
6654258,Waldeyer's tonsillar ring,https://en.wikipedia.org/wiki/Waldeyer%27s_tonsillar_ring,3223,0,8,3,"['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from October 2017', 'Lymphatics of the head and neck', 'Lymphoid organ', 'Pharynx', 'Short description is different from Wikidata', 'Tonsil']","['All articles with unsourced statements', 'Articles with short description', 'Articles with unsourced statements from October 2017', 'Short description is different from Wikidata']","['Lymphatics of the head and neck', 'Lymphoid organ', 'Pharynx', 'Tonsil']",8,0,0.0,2025-12-12T11:18:40Z,1,[],C
33306,Water,https://en.wikipedia.org/wiki/Water,177263,500,61,241,"['All Wikipedia articles in need of updating', 'All Wikipedia articles written in American English', 'All articles needing additional references', 'All articles with incomplete citations', 'All articles with unsourced statements', 'Articles containing Albanian-language text', 'Articles containing Ancient Greek (to 1453)-language text', 'Articles containing Dutch-language text', 'Articles containing German-language text', 'Articles containing Gothic-language text', 'Articles containing Greek-language text', 'Articles containing Irish-language text', 'Articles containing Old English (ca. 450-1100)-language text', 'Articles containing Old Frisian-language text', 'Articles containing Old High German (ca. 750-1050)-language text', 'Articles containing Old Norse-language text', 'Articles containing Old Saxon-language text', 'Articles containing Proto-Germanic-language text', 'Articles containing Proto-Indo-European-language text', 'Articles containing Russian-language text', 'Articles containing unverified chemical infoboxes', 'Articles containing video clips', 'Articles needing additional references from May 2018', 'Articles with excerpts', 'Articles with incomplete citations from November 2022', 'Articles with redirect hatnotes impacted by RfD', 'Articles with short description', 'Articles with unsourced statements from May 2018', 'Articles without InChI source', 'CS1: long volume value', 'CS1 Russian-language sources (ru)', 'CS1 errors: archive-url', 'Chembox image size set', 'Chemical articles having a data page', 'ECHA InfoCard ID from Wikidata', 'Hydroxides', 'Inorganic solvents', 'Liquid dielectrics', 'Liquids', 'Lubricants', 'Materials that expand upon freezing', 'Nuclear reactor coolants', 'Oxides', 'Oxygen compounds', 'Pages using Sister project links with default search', 'Refrigerants', 'Short description is different from Wikidata', 'Solvents', 'Transparent materials', 'Triatomic molecules', 'Use American English from August 2024', 'Use dmy dates from August 2025', 'Water', 'Webarchive template archiveis links', 'Webarchive template wayback links', 'Wikipedia articles in need of updating from June 2022', 'Wikipedia indefinitely move-protected pages', 'Wikipedia pages semi-protected against vandalism']","['All Wikipedia articles in need of updating', 'All Wikipedia articles written in American English', 'All articles needing additional references', 'All articles with incomplete citations', 'All articles with unsourced statements', 'Articles containing Albanian-language text', 'Articles containing Ancient Greek (to 1453)-language text', 'Articles containing Dutch-language text', 'Articles containing German-language text', 'Articles containing Gothic-language text', 'Articles containing Greek-language text', 'Articles containing Irish-language text', 'Articles containing Old English (ca. 450-1100)-language text', 'Articles containing Old Frisian-language text', 'Articles containing Old High German (ca. 750-1050)-language text', 'Articles containing Old Norse-language text', 'Articles containing Old Saxon-language text', 'Articles containing Proto-Germanic-language text', 'Articles containing Proto-Indo-European-language text', 'Articles containing Russian-language text', 'Articles containing unverified chemical infoboxes', 'Articles containing video clips', 'Articles needing additional references from May 2018', 'Articles with excerpts', 'Articles with incomplete citations from November 2022', 'Articles with redirect hatnotes impacted by RfD', 'Articles with short description', 'Articles with unsourced statements from May 2018', 'Articles without InChI source', 'CS1: long volume value', 'CS1 Russian-language sources (ru)', 'CS1 errors: archive-url', 'Chembox image size set', 'Chemical articles having a data page', 'ECHA InfoCard ID from Wikidata', 'Pages using Sister project links with default search', 'Short description is different from Wikidata', 'Use American English from August 2024', 'Use dmy dates from August 2025', 'Webarchive template archiveis links', 'Webarchive template wayback links', 'Wikipedia articles in need of updating from June 2022', 'Wikipedia indefinitely move-protected pages', 'Wikipedia pages semi-protected against vandalism']","['Hydroxides', 'Inorganic solvents', 'Liquid dielectrics', 'Liquids', 'Lubricants', 'Materials that expand upon freezing', 'Nuclear reactor coolants', 'Oxides', 'Oxygen compounds', 'Refrigerants', 'Solvents', 'Transparent materials', 'Triatomic molecules', 'Water']",58,2597,15.81,2026-01-14T17:09:58Z,272,"['ab', 'af', 'gsw', 'am', 'ami', 'an', 'ang', 'ann', 'ar', 'arc', 'ary', 'arz', 'as', 'ast', 'atj', 'av', 'awa', 'ay', 'az', 'azb', 'ba', 'ban', 'bar', 'sgs', 'bbc', 'bcl', 'bdr', 'be', 'be-tarask', 'bew', 'bg', 'bh', 'bi', 'bjn', 'blk', 'bm', 'bn', 'bo', 'br', 'bs', 'bxr', 'ca', 'cbk-zam', 'cdo', 'ce', 'ceb', 'ch', 'chr', 'chy', 'ckb', 'co', 'crh', 'cs', 'cu', 'cv', 'cy', 'da', 'de', 'dga', 'din', 'diq', 'dsb', 'dtp', 'dty', 'dv', 'el', 'eml', 'eo', 'es', 'et', 'eu', 'ext', 'fa', 'ff', 'fi', 'vro', 'fj', 'fo', 'fon', 'fr', 'frr', 'fur', 'fy', 'ga', 'gan', 'gcr', 'gd', 'gl', 'glk', 'gn', 'gom', 'got', 'gu', 'gv', 'hak', 'he', 'hi', 'hif', 'hr', 'hsb', 'ht', 'hu', 'hy', 'hyw', 'ia', 'iba', 'id', 'ie', 'ig', 'ilo', 'inh', 'io', 'is', 'it', 'iu', 'ja', 'jam', 'jbo', 'jv', 'ka', 'kaa', 'kab', 'kbp', 'kcg', 'kg', 'kge', 'ki', 'kk', 'km', 'kn', 'ko', 'ks', 'ksh', 'ku', 'kw', 'ky', 'la', 'lad', 'lb', 'lez', 'lfn', 'lg', 'li', 'lij', 'lld', 'lmo', 'ln', 'lo', 'lt', 'ltg', 'lv', 'mai', 'map-bms', 'mdf', 'mg', 'mi', 'min', 'mk', 'ml', 'mn', 'mni', 'mr', 'ms', 'mwl', 'my', 'myv', 'mzn', 'nah', 'nap', 'nds', 'nds-nl', 'ne', 'new', 'nl', 'nn', 'nb', 'nqo', 'nrm', 'nv', 'oc', 'olo', 'om', 'or', 'os', 'pa', 'pam', 'pap', 'pcd', 'pdc', 'pfl', 'pl', 'pms', 'pnb', 'ps', 'pt', 'qu', 'ro', 'rup', 'ru', 'rue', 'rw', 'sa', 'sah', 'sat', 'sc', 'scn', 'sco', 'sd', 'se', 'sh', 'shi', 'shn', 'si', 'simple', 'sk', 'skr', 'sl', 'sm', 'sn', 'so', 'sq', 'sr', 'st', 'stq', 'su', 'sv', 'sw', 'syl', 'szl', 'szy', 'ta', 'tay', 'tcy', 'te', 'tg', 'th', 'tk', 'tl', 'to', 'tok', 'tpi', 'tr', 'trv', 'ts', 'tt', 'tw', 'udm', 'ug', 'uk', 'ur', 'uz', 'vec', 'vep', 'vi', 'vls', 'vo', 'wa', 'war', 'wo', 'wuu', 'xh', 'xmf', 'yi', 'yo', 'za', 'zgh', 'zh', 'lzh', 'nan', 'yue', 'zu']",B
33980,Waterfall model,https://en.wikipedia.org/wiki/Waterfall_model,23575,0,17,38,"['All Wikipedia articles in need of updating', 'All Wikipedia articles written in British English', 'All articles lacking reliable references', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles lacking reliable references from March 2021', 'Articles with failed verification from March 2021', 'Articles with short description', 'Articles with unsourced statements from March 2021', 'Commons category link is on Wikidata', 'Design', 'Project management', 'Short description is different from Wikidata', 'Software development philosophies', 'Use British English from January 2023', 'Wikipedia articles in need of updating from October 2021', 'Wikipedia articles needing clarification from January 2023']","['All Wikipedia articles in need of updating', 'All Wikipedia articles written in British English', 'All articles lacking reliable references', 'All articles with failed verification', 'All articles with unsourced statements', 'Articles lacking reliable references from March 2021', 'Articles with failed verification from March 2021', 'Articles with short description', 'Articles with unsourced statements from March 2021', 'Commons category link is on Wikidata', 'Short description is different from Wikidata', 'Use British English from January 2023', 'Wikipedia articles in need of updating from October 2021', 'Wikipedia articles needing clarification from January 2023']","['Design', 'Project management', 'Software development philosophies']",17,668,19.2,2026-01-20T07:52:16Z,37,"['ar', 'az', 'ca', 'cs', 'da', 'de', 'eo', 'es', 'et', 'fa', 'fi', 'fr', 'gl', 'he', 'hi', 'hu', 'id', 'it', 'ja', 'ko', 'ml', 'nl', 'nb', 'pl', 'pt', 'ru', 'si', 'sq', 'sv', 'ta', 'th', 'tr', 'uk', 'vi', 'zh', 'yue']",C
34053,Water turbine,https://en.wikipedia.org/wiki/Water_turbine,34315,0,26,30,"['All Wikipedia articles needing clarification', 'All articles covered by WikiProject Wikify', 'All articles with unsourced statements', 'All pages needing cleanup', 'Articles containing video clips', 'Articles covered by WikiProject Wikify from November 2023', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'Commons category link is on Wikidata', 'Short description matches Wikidata', 'Water turbines', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from April 2024', 'Wikipedia introduction cleanup from November 2023']","['All Wikipedia articles needing clarification', 'All articles covered by WikiProject Wikify', 'All articles with unsourced statements', 'All pages needing cleanup', 'Articles containing video clips', 'Articles covered by WikiProject Wikify from November 2023', 'Articles with short description', 'Articles with unsourced statements from April 2024', 'Commons category link is on Wikidata', 'Short description matches Wikidata', 'Webarchive template wayback links', 'Wikipedia articles needing clarification from April 2024', 'Wikipedia introduction cleanup from November 2023']",['Water turbines'],14,389,15.5,2025-12-31T21:59:45Z,47,"['af', 'ar', 'bg', 'ca', 'cs', 'de', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'kk', 'ko', 'lt', 'nl', 'nn', 'nb', 'pa', 'pl', 'pnb', 'pt', 'ro', 'ru', 'sh', 'simple', 'sl', 'sr', 'sv', 'ta', 'th', 'tr', 'uk', 'uz', 'vi', 'zh', 'yue']",C
